title,href,quantity,rating,price,oldPrice,savingText,category_1,category_2,category_3,price per 100
Lindt Excellence Lime Intense Chocolate Bar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/dark/lindt-excellence-lime-intense-chocolate-bar/p/4853882,100g,5.0,2.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.95
Lindt Excellence Passion Caramel Fleur de Sel Chocolate Bar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-excellence-passion-caramel-fleur-de-sel-chocolate-bar/p/6451652,100g,5.0,3.5,,,sweets-snacks,chocolate-confectionery,chocolate-bars,3.5
Lindt Excellence Passion Orange Almond Chocolate Bar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-excellence-passion-orange-almond-chocolate-bar/p/6451682,100g,5.0,3.5,,,sweets-snacks,chocolate-confectionery,chocolate-bars,3.5
Lindt Excellence Passion Raspberry Hazelnut Chocolate Bar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/lindt-excellence-passion-raspberry-hazelnut-chocolate-bar/p/6451688,100g,5.0,3.5,,,sweets-snacks,chocolate-confectionery,chocolate-bars,3.5
Lindt Excellence Pink Grapefruit Chocolate Bar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-excellence-pink-grapefruit-chocolate-bar/p/5880411,100g,5.0,2.9,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.9
Lindt Excellence Salty Caramel Chocolate Bar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/dark/lindt-excellence-salty-caramel-chocolate-bar/p/4769171,100g,5.0,2.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.95
Lindt  EXCELLENCE Sélection Noir,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-excellence-selection-noir/p/6712396,200g,5.0,7.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,3.98
Lindt Grand Plaisir Dark Chocolate Bar with Salted Caramel,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-grand-plaisir-dark-chocolate-bar-with-salted-caramel/p/5610626,150g,5.0,4.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,3.3
Lindt Grand Plaisir White Chocolate Bar with Strawberry & Almonds,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/white/lindt-grand-plaisir-white-chocolate-bar-with-strawberry-almonds/p/5609210,150g,4.5,4.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,3.3
Lindt hauchdünn dunkel,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-hauchduenn-dunkel/p/4245124,180g,4.5,8.5,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.72
Lindt Hello Mini Emotis Chocolates,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/chocolate-gifts/lindt-hello-mini-emotis-chocolates/p/5713847,140g,5.0,5.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.25
Lindt Kirschstängeli,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/pralines-with-alcohol/lindt-kirschstaengeli/p/3000986,250g,5.0,15.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,6.38
Lindt Les Grandes Dark Chocolate Bar with 30% Salted Almonds,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/lindt-les-grandes-dark-chocolate-bar-with-30-salted-almonds/p/5880380,150g,5.0,4.25,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.83
Lindt Les Grandes Dark Chocolate Bar with 34% Hazelnuts,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/dark/lindt-les-grandes-dark-chocolate-bar-with-34-hazelnuts/p/3426897,150g,5.0,4.25,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.83
Lindt Les Grandes Milk Chocolate Bar with 34% Hazelnuts,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/lindt-les-grandes-milk-chocolate-bar-with-34-hazelnuts/p/3426898,150g,5.0,4.25,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.83
Lindt Les Grandes Raspberry & Cranberry Dark Chocolate Bar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-les-grandes-raspberry-cranberry-dark-chocolate-bar/p/5880376,150g,5.0,4.25,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.83
Lindt Les Grandes White Chocolate Bar with 32% Almonds,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/white/lindt-les-grandes-white-chocolate-bar-with-32-almonds/p/3426896,150g,5.0,4.25,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.83
Lindt Lindor 60% Dark Chocolate Balls with Fondant,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-60-dark-chocolate-balls-with-fondant/p/4004810,362g,5.0,15.8,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.36
Lindt Lindor 60% Dark Chocolate Squares with Fondant,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-60-dark-chocolate-squares-with-fondant/p/3893623,210g,5.0,9.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.74
Lindt Lindor 70% Cocoa Chocolate Balls with Fondant,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-70-cocoa-chocolate-balls-with-fondant/p/6076078,200g,5.0,9.5,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.75
Lindt Lindor assorted chocolate balls 3x200g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-assorted-chocolate-balls-3x200g/p/6802066,600g,0.0,19.0,28.5,33%,sweets-snacks,chocolate-confectionery,chocolate-pralines,3.17
Lindt Lindor Assorted Chocolate Balls with Fondant,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-assorted-chocolate-balls-with-fondant/p/3401604,500g,5.0,18.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,3.79
Lindt Lindor Chocolate Balls with Salted Caramel Fondant,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-chocolate-balls-with-salted-caramel-fondant/p/6583851,200g,4.5,9.5,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.75
Lindt Lindor Chocolate Truffles Sharing Box,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-chocolate-truffles-sharing-box/p/6864140,298g,0.0,13.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.68
Lindt Lindor Kugeln Assortiment,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-kugeln-assortiment/p/3426818,200g,4.0,9.5,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.75
Lindt Lindor Kugeln Dark assorted,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-kugeln-dark-assorted/p/6375633,500g,5.0,18.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,3.79
Lindt Lindor Kugeln Himbeere & Rahm,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-kugeln-himbeere-rahm/p/7019513,200g,0.0,9.5,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.75
Lindt Lindor Kugeln Milch,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-kugeln-milch/p/3001209,200g,4.5,9.5,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.75
Lindt Lindor Kugeln Milch 1kg,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-kugeln-milch-1kg/p/6820169,1000 g,0.0,34.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,3.5
Lindt Lindor Les Carrés,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-les-carres/p/3804074,216g,3.5,9.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.61
Lindt Lindor Milch 12x100g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk/lindt-lindor-milch-12x100g/p/6980221,1200 g,0.0,28.8,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.4
Lindt Lindor Milk,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk/lindt-lindor-milk/p/3002228,100g,5.0,2.4,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.4
Lindt Lindor Milk Chocolate Balls with Fondant,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-milk-chocolate-balls-with-fondant/p/5713832,75g,4.0,3.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,5.27
Lindt Lindor Milk Chocolate Balls with Fondant,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/pralines-to-go-with-coffee/lindt-lindor-milk-chocolate-balls-with-fondant/p/6364193,2000 g,5.0,64.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,3.25
Lindt Lindor Milk Chocolate Balls with Fondant Heart Box,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-milk-chocolate-balls-with-fondant-heart-box/p/6534797,112g,0.0,4.5,6.95,35%,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.02
Lindt Lindor Milk Chocolate Balls with Fondant Heart Shaped Metal Box,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-milk-chocolate-balls-with-fondant-heart-shaped-metal-box/p/3455432,62g,4.0,5.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,9.6
Lindt Lindor Milk Chocolate Hearts with Fondant,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-milk-chocolate-hearts-with-fondant/p/6707970,140g,5.0,4.5,5.95,24%,sweets-snacks,chocolate-confectionery,chocolate-pralines,3.21
Lindt Lindor Milk Chocolate Sticks with Fondant 3x4x25g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-bars/lindt-lindor-milk-chocolate-sticks-with-fondant-3x4x25g/p/6413228,300g,5.0,5.9,8.85,33%,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.97
Lindt Lindor Milk Chocolate Truffles 3x200g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-milk-chocolate-truffles-3x200g/p/6802020,600g,0.0,19.0,28.5,33%,sweets-snacks,chocolate-confectionery,chocolate-pralines,3.17
Lindt Lindor Milk Chocolate Truffles with Creamy Centre,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-milk-chocolate-truffles-with-creamy-centre/p/3002210,500g,4.5,18.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,3.79
Lindt Lindor Pralinen Double Chocolate,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-pralinen-double-chocolate/p/6709231,200g,4.5,9.5,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.75
Lindt Lindor Stick Milk,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-bars/lindt-lindor-stick-milk/p/6239990,100g,5.0,2.95,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,2.95
Lindt Lindor White Chocolate Bar with a Melting Filling,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/white/lindt-lindor-white-chocolate-bar-with-a-melting-filling/p/3002788,100g,5.0,2.4,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.4
Lindt Lindor White Chocolate Truffle with Creamy Centre,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/praline-balls-squares/lindt-lindor-white-chocolate-truffle-with-creamy-centre/p/3001222,200g,5.0,9.5,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.75
Lindt Milk Chocolate Bar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk/lindt-milk-chocolate-bar/p/3000325,300g,5.0,6.45,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.15
Lindt Milk Chocolate Bars with Hazelnuts 12x100g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/lindt-milk-chocolate-bars-with-hazelnuts-12x100g/p/4134661,1200 g,5.0,28.8,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.4
Lindt Milk Chocolate Bar with Almonds,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/lindt-milk-chocolate-bar-with-almonds/p/3919711,100g,5.0,2.6,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.6
Lindt Milk Chocolate Bar with Hazelnuts,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/lindt-milk-chocolate-bar-with-hazelnuts/p/5713773,200g,5.0,3.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,1.98
Lindt Milk Chocolate Bar with Hazelnuts,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/lindt-milk-chocolate-bar-with-hazelnuts/p/3000336,300g,5.0,6.45,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.15
Lindt Milk Chocolate Bar with Milk Filling,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-milk-chocolate-bar-with-milk-filling/p/3429700,100g,5.0,2.4,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.4
Lindt Milk Chocolate Bar with Raisins & Hazelnuts,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/lindt-milk-chocolate-bar-with-raisins-hazelnuts/p/5713783,200g,5.0,3.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,1.98
Lindt Milk Extra,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk/lindt-milk-extra/p/3002226,100g,5.0,2.4,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.4
Lindt Milk Extra -30% Sugar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk/lindt-milk-extra-30-sugar/p/6810981,100g,4.5,2.6,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.6
Lindt Milk with Hazelnuts,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/lindt-milk-with-hazelnuts/p/3002230,100g,5.0,2.4,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.4
Lindt Mini Assorted Chocolate Sticks,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/pralines-with-alcohol/lindt-mini-assorted-chocolate-sticks/p/6583852,120g,5.0,8.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,7.46
Lindt Mini Chocolate Sticks with Kirsch Liqueur,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/pralines-with-alcohol/lindt-mini-chocolate-sticks-with-kirsch-liqueur/p/3378419,120g,5.0,8.4,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,7.0
Lindt Mini Pralines assorted colors,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/classic-pralines/lindt-mini-pralines-assorted-colors/p/6315748,100g,3.0,6.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,6.95
Lindt Mini Pralines assorted colors,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/classic-pralines/lindt-mini-pralines-assorted-colors/p/6631354,44g,1.0,3.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,8.98
Lindt Mini Pralines assorted colors,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/classic-pralines/lindt-mini-pralines-assorted-colors/p/6315744,180g,5.0,11.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,6.64
Lindt Nocciolatte,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-bars/lindt-nocciolatte/p/6781058,35g,5.0,1.85,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,5.29
Lindt Orange Milk Chocolate Squares,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-orange-milk-chocolate-squares/p/6710832,138g,5.0,5.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,4.31
Lindt Piemonte Classico Pralines with Hazelnuts,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/lindt-piemonte-classico-pralines-with-hazelnuts/p/5820737,200g,4.5,9.95,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,4.97
Lindt Piemonte Nero Dark Pralines,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/pralines-to-go-with-coffee/lindt-piemonte-nero-dark-pralines/p/6009525,200g,5.0,9.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,4.97
Lindt Sensation Blueberry Acai Chocolate Snacks,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-sensation-blueberry-acai-chocolate-snacks/p/5873768,150g,4.5,4.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,3.3
Lindt Sensation Raspberry Cranberry Chocolate Snacks,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-sensation-raspberry-cranberry-chocolate-snacks/p/5873744,150g,4.5,4.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,3.3
Lindt Squares Assorted,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-squares-assorted/p/6864792,250g,0.0,9.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,3.98
Lindt Squares Dark Caramel Sea Salt,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-squares-dark-caramel-sea-salt/p/6864791,144g,4.5,5.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,4.13
Lindt Squares Milk Caramel,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-ingredients/lindt-squares-milk-caramel/p/6710825,144g,5.0,5.95,,,sweets-snacks,chocolate-confectionery,chocolate-bars,4.13
Lindt Tafel Lindor Noir 70%,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/dark/lindt-tafel-lindor-noir-70/p/6323038,100g,5.0,2.4,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.4
Lindt White Chocolate Bar,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/white/lindt-white-chocolate-bar/p/4140612,100g,4.5,2.6,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.6
Lindt white chocolate bar with almond & nougat,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/white/lindt-white-chocolate-bar-with-almond-nougat/p/3525292,300g,5.0,7.5,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.5
Lindt White Chocolate Bar with Almonds,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/white/lindt-white-chocolate-bar-with-almonds/p/3572149,100g,5.0,2.6,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.6
M&M's Brownies,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/m-m-s-brownies/p/6759181,220g,4.0,3.4,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.55
M&M's Chocolate Bar with Peanut Candies,/en/food/sweets-snacks/chocolate-confectionery/chocolate-bars/milk-with-nuts/m-m-s-chocolate-bar-with-peanut-candies/p/6645918,165g,4.5,3.5,,,sweets-snacks,chocolate-confectionery,chocolate-bars,2.12
M&M's Chocolate Candies with Peanuts,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/sweet-nuts/m-m-s-chocolate-candies-with-peanuts/p/3620123,500g,5.0,5.7,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.14
M&M's Crispy Chocolate Candies,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/m-m-s-crispy-chocolate-candies/p/4822005,213g,4.5,3.4,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.6
M&M's Peanut Chocolate Candies,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/m-m-s-peanut-chocolate-candies/p/6606415,330g,0.0,3.8,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.15
M&M's Salted Caramel,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/sweet-nuts/m-m-s-salted-caramel/p/6704106,220g,5.0,3.4,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.55
Maltesers Chocolate Malt Balls,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/maltesers-chocolate-malt-balls/p/3472684,300g,5.0,5.6,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.87
Maltesers Classic,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/maltesers-classic/p/3425982,175g,4.5,3.35,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.91
Maoam Party Mixx,/en/food/sweets-snacks/chocolate-confectionery/sweets/soft-sweets-lozenges/maoam-party-mixx/p/6001578,325g,4.0,3.95,,,sweets-snacks,chocolate-confectionery,sweets,1.22
Mars 6+1 gratis,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-bars/mars-61-gratis/p/6578286,315g,0.0,3.15,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.0
Mars Assorted Mini Chocolate Bars 25 Pieces,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/mars-assorted-mini-chocolate-bars-25-pieces/p/5799699,500g,5.0,5.95,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.19
Mars Classic Chocolate Bars 6x45g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-bars/mars-classic-chocolate-bars-6x45g/p/3725813,270g,5.0,2.7,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.0
Mars Mini Chocolate Bars,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/mars-mini-chocolate-bars/p/4819227,275g,5.0,3.25,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.18
Mentos Gum Pure Fresh White Sweet Mint,/en/food/sweets-snacks/chocolate-confectionery/chewing-gum/mentos-gum-pure-fresh-white-sweet-mint/p/6660042,90g,0.0,4.95,,,sweets-snacks,chocolate-confectionery,chewing-gum,5.5
Mentos Gum Vitamins,/en/food/sweets-snacks/chocolate-confectionery/chewing-gum/mentos-gum-vitamins/p/6749835,90g,0.0,4.95,,,sweets-snacks,chocolate-confectionery,chewing-gum,5.5
Mentos Pure Fresh Strawberry Gum,/en/food/sweets-snacks/chocolate-confectionery/chewing-gum/mentos-pure-fresh-strawberry-gum/p/6116907,90g,0.0,4.95,,,sweets-snacks,chocolate-confectionery,chewing-gum,5.5
Mentos White Breeze Mint Gum,/en/food/sweets-snacks/chocolate-confectionery/chewing-gum/mentos-white-breeze-mint-gum/p/4403588,75g,5.0,4.95,,,sweets-snacks,chocolate-confectionery,chewing-gum,6.6
Mentos White Greenmint Gum,/en/food/sweets-snacks/chocolate-confectionery/chewing-gum/mentos-white-greenmint-gum/p/5731378,150g,5.0,7.95,,,sweets-snacks,chocolate-confectionery,chewing-gum,5.3
Merci Finest Selection Chocolates,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/chocolate-gifts/merci-finest-selection-chocolates/p/3000780,250g,4.5,3.75,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,1.5
Merci Finest Selection Chocolates,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/chocolate-gifts/merci-finest-selection-chocolates/p/3002382,400g,4.5,8.7,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,2.17
Merci Fruit Cream Chocolates,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/chocolate-gifts/merci-fruit-cream-chocolates/p/5756353,250g,0.0,3.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,1.58
Milka Tender Milk chocolate bar 5 x 37 g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/milka-tender-milk-chocolate-bar-5-x-37-g/p/4965588,185g,5.0,3.95,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,2.14
Milky Way Mini Chocolates,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/milky-way-mini-chocolates/p/4821971,275g,5.0,3.25,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,1.18
Minor Almond 5x22g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-bars/minor-almond-5x22g/p/6758213,110g,4.0,3.95,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,3.59
Minor Almond Mini,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/pralines-to-go-with-coffee/minor-almond-mini/p/6758214,150g,5.0,4.95,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,3.3
Minor Chocolate Pralines 7 Pieces,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-bars/minor-chocolate-pralines-7-pieces/p/3001045,154g,5.0,4.95,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,3.21
Minor Dark 5x22g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-bars/minor-dark-5x22g/p/6809387,110g,5.0,3.95,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,3.59
Minor Mini Praline Chocolate Bars,/en/food/sweets-snacks/chocolate-confectionery/chocolate-pralines/pralines-to-go-with-coffee/minor-mini-praline-chocolate-bars/p/3004018,250g,5.0,7.25,,,sweets-snacks,chocolate-confectionery,chocolate-pralines,2.9
Minor Praline Chocolate Branches 45 Pieces,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-bars/minor-praline-chocolate-branches-45-pieces/p/3440930,990g,4.5,31.8,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,3.21
Montélimar Soft Nougat,/en/food/sweets-snacks/chocolate-confectionery/caramel-nougat/montelimar-soft-nougat/p/6001596,200g,4.5,5.95,,,sweets-snacks,chocolate-confectionery,caramel-nougat,2.98
Munz Banana Chocolates Mega Pack 20x19g,/en/food/sweets-snacks/chocolate-confectionery/chocolate-sticks-snacks/chocolate-snacks/munz-banana-chocolates-mega-pack-20x19g/p/4952167,380g,0.0,12.5,,,sweets-snacks,chocolate-confectionery,chocolate-sticks-snacks,3.29
Munz Caramel Extra Soft Bag,/en/food/sweets-snacks/chocolate-confectionery/caramel-nougat/munz-caramel-extra-soft-bag/p/6724265,200g,4.5,4.95,,,sweets-snacks,chocolate-confectionery,caramel-nougat,2.48
Munz Caramel Original Box,/en/food/sweets-snacks/chocolate-confectionery/caramel-nougat/munz-caramel-original-box/p/6724262,140g,4.5,3.95,,,sweets-snacks,chocolate-confectionery,caramel-nougat,2.82
